Minute,Prefix,K1,K2,DTE,Credit,Margin,Exp Return,Ann Return,Action
2026-03-23 14:48:00,[MO],7100,7300,25,200.20,200.00,0.10%,1.46%,Sell MO2604C7100; Buy MO2604C7300; Sell MO2604P7300; Buy MO2604P7100
2026-03-23 14:49:00,[MO],7800,8300,25,500.20,500.00,0.04%,0.58%,Sell MO2604C7800; Buy MO2604C8300; Sell MO2604P8300; Buy MO2604P7800
2026-03-23 14:50:00,[MO],7700,8200,25,501.80,500.00,0.36%,5.26%,Sell MO2604C7700; Buy MO2604C8200; Sell MO2604P8200; Buy MO2604P7700
2026-03-23 14:51:00,[MO],7800,7900,25,101.00,100.00,1.00%,14.60%,Sell MO2604C7800; Buy MO2604C7900; Sell MO2604P7900; Buy MO2604P7800
2026-03-23 14:52:00,[MO],7000,7100,53,102.60,100.00,2.60%,17.91%,Sell MO2605C7000; Buy MO2605C7100; Sell MO2605P7100; Buy MO2605P7000
2026-03-23 14:53:00,[MO],7500,7700,25,200.80,200.00,0.40%,5.84%,Sell MO2604C7500; Buy MO2604C7700; Sell MO2604P7700; Buy MO2604P7500
2026-03-23 14:54:00,[MO],7100,7200,25,100.40,100.00,0.40%,5.84%,Sell MO2604C7100; Buy MO2604C7200; Sell MO2604P7200; Buy MO2604P7100
2026-03-23 14:55:00,[MO],7800,8200,25,402.80,400.00,0.70%,10.22%,Sell MO2604C7800; Buy MO2604C8200; Sell MO2604P8200; Buy MO2604P7800
2026-03-23 14:56:00,[MO],7800,8200,25,401.60,400.00,0.40%,5.84%,Sell MO2604C7800; Buy MO2604C8200; Sell MO2604P8200; Buy MO2604P7800
2026-03-23 15:00:00,[MO],7900,8000,25,104.00,100.00,4.00%,58.40%,Sell MO2604C7900; Buy MO2604C8000; Sell MO2604P8000; Buy MO2604P7900
2026-03-23 15:23:00,[MO],7900,8000,25,104.00,100.00,4.00%,58.40%,Sell MO2604C7900; Buy MO2604C8000; Sell MO2604P8000; Buy MO2604P7900
2026-03-23 15:30:00,[MO],7900,8000,25,104.00,100.00,4.00%,58.40%,Sell MO2604C7900; Buy MO2604C8000; Sell MO2604P8000; Buy MO2604P7900
